"path","ok","status","exit_code","error"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\3\data.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\4\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\5\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\6\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\7\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\8\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\8\data.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\8\stats.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\9\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\1\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\10\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\11\app.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\12\app.js","True","OK_NODE_CHECK","0",""
